jL,cL,emL,pL,dsL
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,California State Water Resources Control Board (SWRCB) Urban Water Supply Statistics
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,California Water Plan Portfolio
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,California Water Plan Update Data
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,California Water Plan Water Portfolio Managed Wetlands Water Use Data
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,CALSIM 3
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,CALSIM2
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Central Valley Spatial Database-part of the Central Valley Hydrologic Model [CVHM] project
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Data from Private Wetlands or Duck Clubs
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Existing California Water Plan
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Existing Water Right Information from State Water Resources Control Board (SWRCB)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Gravity Recovery and Climate Experiment (GRACE)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Local Agency Records
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,METRIC-Earth Engine Evapotranspiration Flux
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,MOD 16: MODIS Global Evapotranspiration Project
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,National Land Cover Data Base (NLCD)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,NOAA National Centers for Environmental Information - Climate Data Online
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,North American Land Data Assimilation System (NLDAS-2)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,NWS Climate Prediction Center Evaporation
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,On-farm water use data
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Operational Simplified Surface Energy Balance (SSEBop)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,PRISM
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Spatial California Irrigation Management Information System (CIMIS)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,SWRCB Electronic Annual Report
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,SWRCB Monthly Urban Water Production Reporting
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,SWRCB Water Conservation Portal
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,TOPS-SIMS: Satellite Irrigation Management Support
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,U.C. Davis Soil Resource Lab
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,University of California Cooperative Extension Farm  Advisors
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,US Census Bureau
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,US Fish and Wildlife Services (USFWS)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USBR Central Valley Project Refuge Water Delivery Data
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USDA County Ag Commissioner's Data Listing
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USDA CropScape
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USFWS and CDFW Refuge Water Management Plans
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USGS Basin Characterization Model
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USGS Extensometer
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USGS Publications
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,USGS Surface-Water Data for California
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Vegetation Condition Explorer (VegScape)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Water Recycling Survey (2015)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Water Use Classification of Landscape Species (WUCOLS)
CA,Subsurface Outflow,USGS California Water Science Center - Groundwater Modeling,Unknown/NA,Water Use Surveys
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Agricultural Water Management Plans
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA County Agricultural Commissioner Crop Reports
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Bulletin 113: Crop Water Use
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Bulletin 118: Groundwater Report
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Bulletin 73: Evaporation from Water Surface in California (1979)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Demographic Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Extensometer
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Irrigation Methods Survey
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Land Use Surveys
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Land Use Viewer
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Public Water Supply Statistics Data-Historical
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR SGMA Data Viewer
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA DWR Water Data Library: Surface Water and Groundwater Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Integrated Water Flow Model (IWFM)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Local Agency Water Delivery Records
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Previous Reports
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Recycled Water Data from Industrial Users
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Recycled Water Data from Local/Municipal Water Suppliers
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Urban Water Management Plans
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Validated Water Loss Reporting
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CA Wastewater Data and Disposition of the Water
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Agricultural Land and Water Use Estimates
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Data Exchange Center (CDEC)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Department of Finance
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Department of Fish and Wildlife (CDFW)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Department of Transportation's Highway Design Manual
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Irrigation Management Information System (CIMIS)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Nevada River Forecast Center
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Pesticide Information Portal
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California State Groundwater Elevation Monitoring (CASGEM)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California State Water Resources Control Board (SWRCB) Urban Water Supply Statistics
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Water Plan Portfolio
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Water Plan Update Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,California Water Plan Water Portfolio Managed Wetlands Water Use Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CALSIM 3
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,CALSIM2
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Central Valley Spatial Database-part of the Central Valley Hydrologic Model [CVHM] project
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Data from Private Wetlands or Duck Clubs
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Existing California Water Plan
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Existing Water Right Information from State Water Resources Control Board (SWRCB)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Gravity Recovery and Climate Experiment (GRACE)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Local Agency Records
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,METRIC-Earth Engine Evapotranspiration Flux
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,MOD 16: MODIS Global Evapotranspiration Project
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,National Land Cover Data Base (NLCD)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,NOAA National Centers for Environmental Information - Climate Data Online
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,North American Land Data Assimilation System (NLDAS-2)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,NWS Climate Prediction Center Evaporation
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,On-farm water use data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Operational Simplified Surface Energy Balance (SSEBop)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,PRISM
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Spatial California Irrigation Management Information System (CIMIS)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,SWRCB Electronic Annual Report
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,SWRCB Monthly Urban Water Production Reporting
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,SWRCB Water Conservation Portal
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,TOPS-SIMS: Satellite Irrigation Management Support
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,U.C. Davis Soil Resource Lab
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,University of California Cooperative Extension Farm  Advisors
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,US Census Bureau
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,US Fish and Wildlife Services (USFWS)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USBR Central Valley Project Refuge Water Delivery Data
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USDA County Ag Commissioner's Data Listing
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USDA CropScape
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USFWS and CDFW Refuge Water Management Plans
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USGS Basin Characterization Model
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USGS Extensometer
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USGS Publications
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,USGS Surface-Water Data for California
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Vegetation Condition Explorer (VegScape)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Water Recycling Survey (2015)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Water Use Classification of Landscape Species (WUCOLS)
CA,Surface Water Exports,Central Valley Hydrologic Model (CVHM),Unknown/NA,Water Use Surveys
CA,Total Groundwater System Inflow,Unknown/NA,Climate Coefficient (kt),PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Total Groundwater System Inflow,Unknown/NA,Crop Irrigation Requirement,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Cultural Practices,CA DWR Land Use Surveys
CA,Total Groundwater System Inflow,Unknown/NA,Cultural Practices,California Department of Fish and Wildlife (CDFW)
CA,Total Groundwater System Inflow,Unknown/NA,Cultural Practices,California Water Plan Portfolio
CA,Total Groundwater System Inflow,Unknown/NA,Cultural Practices,Data from Private Wetlands or Duck Clubs
CA,Total Groundwater System Inflow,Unknown/NA,Cultural Practices,US Fish and Wildlife Services (USFWS)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Data Exchange Center (CDEC)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Precipitation,California Data Exchange Center (CDEC)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Precipitation,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Data Exchange Center (CDEC)
CA,Total Groundwater System Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Inflow,Unknown/NA,"Descriptive Data of Topography, Soils, and Vegetation",USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Total Groundwater System Inflow,Unknown/NA,Effective Precipitation,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Evaporation,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Habitat Acreage,CA DWR Land Use Surveys
CA,Total Groundwater System Inflow,Unknown/NA,Habitat Acreage,California Department of Fish and Wildlife (CDFW)
CA,Total Groundwater System Inflow,Unknown/NA,Habitat Acreage,California Water Plan Portfolio
CA,Total Groundwater System Inflow,Unknown/NA,Habitat Acreage,Data from Private Wetlands or Duck Clubs
CA,Total Groundwater System Inflow,Unknown/NA,Habitat Acreage,US Fish and Wildlife Services (USFWS)
CA,Total Groundwater System Inflow,Unknown/NA,Industrial Water Use,Water Use Surveys
CA,Total Groundwater System Inflow,Unknown/NA,Mean Monthly Air Temperatures (T),PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Monthly Precipitation Volume,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Population,California Department of Finance
CA,Total Groundwater System Inflow,Unknown/NA,Population,US Census Bureau
CA,Total Groundwater System Inflow,Unknown/NA,Population Served by Public Water Supply,US Census Bureau
CA,Total Groundwater System Inflow,Unknown/NA,Potential Consumptive Use,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Precipitation,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Rainfall,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Reference Crop ET (ETo),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Total Groundwater System Inflow,Unknown/NA,Reference Crop ET (ETo),California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Inflow,Unknown/NA,Self Supplied Domestic Population,US Census Bureau
CA,Total Groundwater System Inflow,Unknown/NA,Solar Radiation,PRISM
CA,Total Groundwater System Inflow,Unknown/NA,Unit ET of Applied Water,California Water Plan Portfolio
CA,Total Groundwater System Inflow,Unknown/NA,Wind Run,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Climate Coefficient (kt),PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Total Groundwater System Outflow,Unknown/NA,Crop Irrigation Requirement,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Cultural Practices,CA DWR Land Use Surveys
CA,Total Groundwater System Outflow,Unknown/NA,Cultural Practices,California Department of Fish and Wildlife (CDFW)
CA,Total Groundwater System Outflow,Unknown/NA,Cultural Practices,California Water Plan Portfolio
CA,Total Groundwater System Outflow,Unknown/NA,Cultural Practices,Data from Private Wetlands or Duck Clubs
CA,Total Groundwater System Outflow,Unknown/NA,Cultural Practices,US Fish and Wildlife Services (USFWS)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Max and Min Air Temperature,California Data Exchange Center (CDEC)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Max and Min Air Temperature,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Precipitation,California Data Exchange Center (CDEC)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Precipitation,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Data Exchange Center (CDEC)
CA,Total Groundwater System Outflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Outflow,Unknown/NA,"Descriptive Data of Topography, Soils, and Vegetation",USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Total Groundwater System Outflow,Unknown/NA,Effective Precipitation,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Evaporation,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Habitat Acreage,CA DWR Land Use Surveys
CA,Total Groundwater System Outflow,Unknown/NA,Habitat Acreage,California Department of Fish and Wildlife (CDFW)
CA,Total Groundwater System Outflow,Unknown/NA,Habitat Acreage,California Water Plan Portfolio
CA,Total Groundwater System Outflow,Unknown/NA,Habitat Acreage,Data from Private Wetlands or Duck Clubs
CA,Total Groundwater System Outflow,Unknown/NA,Habitat Acreage,US Fish and Wildlife Services (USFWS)
CA,Total Groundwater System Outflow,Unknown/NA,Industrial Water Use,Water Use Surveys
CA,Total Groundwater System Outflow,Unknown/NA,Mean Monthly Air Temperatures (T),PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Monthly Precipitation Volume,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Population,California Department of Finance
CA,Total Groundwater System Outflow,Unknown/NA,Population,US Census Bureau
CA,Total Groundwater System Outflow,Unknown/NA,Population Served by Public Water Supply,US Census Bureau
CA,Total Groundwater System Outflow,Unknown/NA,Potential Consumptive Use,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Precipitation,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Rainfall,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Reference Crop ET (ETo),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Total Groundwater System Outflow,Unknown/NA,Reference Crop ET (ETo),California Irrigation Management Information System (CIMIS)
CA,Total Groundwater System Outflow,Unknown/NA,Self Supplied Domestic Population,US Census Bureau
CA,Total Groundwater System Outflow,Unknown/NA,Solar Radiation,PRISM
CA,Total Groundwater System Outflow,Unknown/NA,Unit ET of Applied Water,California Water Plan Portfolio
CA,Total Groundwater System Outflow,Unknown/NA,Wind Run,PRISM
CA,Total Inflow,Unknown/NA,Climate Coefficient (kt),PRISM
CA,Total Inflow,Unknown/NA,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Total Inflow,Unknown/NA,Crop Irrigation Requirement,PRISM
CA,Total Inflow,Unknown/NA,Cultural Practices,CA DWR Land Use Surveys
CA,Total Inflow,Unknown/NA,Cultural Practices,California Department of Fish and Wildlife (CDFW)
CA,Total Inflow,Unknown/NA,Cultural Practices,California Water Plan Portfolio
CA,Total Inflow,Unknown/NA,Cultural Practices,Data from Private Wetlands or Duck Clubs
CA,Total Inflow,Unknown/NA,Cultural Practices,US Fish and Wildlife Services (USFWS)
CA,Total Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Data Exchange Center (CDEC)
CA,Total Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Irrigation Management Information System (CIMIS)
CA,Total Inflow,Unknown/NA,Daily Precipitation,California Data Exchange Center (CDEC)
CA,Total Inflow,Unknown/NA,Daily Precipitation,California Irrigation Management Information System (CIMIS)
CA,Total Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Data Exchange Center (CDEC)
CA,Total Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Irrigation Management Information System (CIMIS)
CA,Total Inflow,Unknown/NA,"Descriptive Data of Topography, Soils, and Vegetation",USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Total Inflow,Unknown/NA,Effective Precipitation,PRISM
CA,Total Inflow,Unknown/NA,Evaporation,PRISM
CA,Total Inflow,Unknown/NA,Habitat Acreage,CA DWR Land Use Surveys
CA,Total Inflow,Unknown/NA,Habitat Acreage,California Department of Fish and Wildlife (CDFW)
CA,Total Inflow,Unknown/NA,Habitat Acreage,California Water Plan Portfolio
CA,Total Inflow,Unknown/NA,Habitat Acreage,Data from Private Wetlands or Duck Clubs
CA,Total Inflow,Unknown/NA,Habitat Acreage,US Fish and Wildlife Services (USFWS)
CA,Total Inflow,Unknown/NA,Industrial Water Use,Water Use Surveys
CA,Total Inflow,Unknown/NA,Mean Monthly Air Temperatures (T),PRISM
CA,Total Inflow,Unknown/NA,Monthly Precipitation Volume,PRISM
CA,Total Inflow,Unknown/NA,Population,California Department of Finance
CA,Total Inflow,Unknown/NA,Population,US Census Bureau
CA,Total Inflow,Unknown/NA,Population Served by Public Water Supply,US Census Bureau
CA,Total Inflow,Unknown/NA,Potential Consumptive Use,PRISM
CA,Total Inflow,Unknown/NA,Precipitation,PRISM
CA,Total Inflow,Unknown/NA,Rainfall,PRISM
CA,Total Inflow,Unknown/NA,Reference Crop ET (ETo),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Total Inflow,Unknown/NA,Reference Crop ET (ETo),California Irrigation Management Information System (CIMIS)
CA,Total Inflow,Unknown/NA,Self Supplied Domestic Population,US Census Bureau
CA,Total Inflow,Unknown/NA,Solar Radiation,PRISM
CA,Total Inflow,Unknown/NA,Unit ET of Applied Water,California Water Plan Portfolio
CA,Total Inflow,Unknown/NA,Wind Run,PRISM
CA,Total Land System Inflow,Unknown/NA,Climate Coefficient (kt),PRISM
CA,Total Land System Inflow,Unknown/NA,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Total Land System Inflow,Unknown/NA,Crop Irrigation Requirement,PRISM
CA,Total Land System Inflow,Unknown/NA,Cultural Practices,CA DWR Land Use Surveys
CA,Total Land System Inflow,Unknown/NA,Cultural Practices,California Department of Fish and Wildlife (CDFW)
CA,Total Land System Inflow,Unknown/NA,Cultural Practices,California Water Plan Portfolio
CA,Total Land System Inflow,Unknown/NA,Cultural Practices,Data from Private Wetlands or Duck Clubs
CA,Total Land System Inflow,Unknown/NA,Cultural Practices,US Fish and Wildlife Services (USFWS)
CA,Total Land System Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Data Exchange Center (CDEC)
CA,Total Land System Inflow,Unknown/NA,Daily Max and Min Air Temperature,California Irrigation Management Information System (CIMIS)
CA,Total Land System Inflow,Unknown/NA,Daily Precipitation,California Data Exchange Center (CDEC)
CA,Total Land System Inflow,Unknown/NA,Daily Precipitation,California Irrigation Management Information System (CIMIS)
CA,Total Land System Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Data Exchange Center (CDEC)
CA,Total Land System Inflow,Unknown/NA,Daily Short-Wave Solar Radiation,California Irrigation Management Information System (CIMIS)
CA,Total Land System Inflow,Unknown/NA,"Descriptive Data of Topography, Soils, and Vegetation",USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Total Land System Inflow,Unknown/NA,Effective Precipitation,PRISM
CA,Total Land System Inflow,Unknown/NA,Evaporation,PRISM
CA,Total Land System Inflow,Unknown/NA,Habitat Acreage,CA DWR Land Use Surveys
CA,Total Land System Inflow,Unknown/NA,Habitat Acreage,California Department of Fish and Wildlife (CDFW)
CA,Total Land System Inflow,Unknown/NA,Habitat Acreage,California Water Plan Portfolio
CA,Total Land System Inflow,Unknown/NA,Habitat Acreage,Data from Private Wetlands or Duck Clubs
CA,Total Land System Inflow,Unknown/NA,Habitat Acreage,US Fish and Wildlife Services (USFWS)
CA,Total Land System Inflow,Unknown/NA,Industrial Water Use,Water Use Surveys
CA,Total Land System Inflow,Unknown/NA,Mean Monthly Air Temperatures (T),PRISM
CA,Total Land System Inflow,Unknown/NA,Monthly Precipitation Volume,PRISM
CA,Total Land System Inflow,Unknown/NA,Population,California Department of Finance
CA,Total Land System Inflow,Unknown/NA,Population,US Census Bureau
CA,Total Land System Inflow,Unknown/NA,Population Served by Public Water Supply,US Census Bureau
