state_cL,ftype_cL,fsource_cL,fsink_cL,cL,pscL,state_pscL,ftype_pscL,fsource_pscL,fsink_pscL,c,psc,empty
CO,Outflow,Zone Surface Water,Atmosphere,Municipal and Industrial Consumptive Use-CO,Power-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
CO,Outflow,Zone Groundwater,Atmosphere,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CO,Outflow,Zone Surface Water,Atmosphere,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CO,Outflow,Zone Groundwater,Atmosphere,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CO,Outflow,Zone Surface Water,Atmosphere,Municipal and Industrial Consumptive Use-CO,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Surface Water,Atmosphere,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Groundwater,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Return Flow-UT,UT,Internal Transfer,Zone Land System,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialReturnFlow-UT,NA
WY,NA,Zone Surface Water,Zone Land System,Municipal Total Use-WY,Municipal and Industrial Return Flow-UT,UT,Internal Transfer,Zone Land System,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalTotalUse-WY,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialReturnFlow-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Agricultural and Municipal Depletions-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Agricultural and Municipal Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Agricultural and Municipal Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Industrial Consumptive Use-WY,WY,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Industrial Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Irrigated Agriculture Diversions-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDiversions-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Irrigated Agriculture Diversions-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDiversions-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Livestock-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Livestock-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Power-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Power-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Self-Supplied Domestic-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/Self-SuppliedDomestic-NMOSE,NA
CA,Internal Transfer,Zone Surface Water,Zone Surface Water,Surface Water Diversions-CA,Surface Water Flows-UT,UT,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterFlows-UT,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Agricultural and Municipal Diversions-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Agricultural and Municipal Diversions-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Agricultural and Municipal Diversions-UT,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Agricultural and Municipal Diversions-UT,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Agricultural and Municipal Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Agricultural and Municipal Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Agricultural and Municipal Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Agricultural and Municipal Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Agricultural Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
