j,jL,c,cL,em,emL,p,pL,ds,dsL
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanUpdateData,California Water Plan Update Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/CentralValleyHydrologicModel%28CVHM%29,Central Valley Hydrologic Model (CVHM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/LocalAgencyRecords,Local Agency Records
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/PRISM,PRISM
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/SWRCBWaterConservationPortal,SWRCB Water Conservation Portal
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin132%3AManagementOfTheCaliforniaStateWaterProject,CA DWR Bulletin 132: Management of the California State Water Project
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM3,CALSIM 3
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/ExistingWaterRightInformationFromStateWaterResourcesControlBoard%28SWRCB%29,Existing Water Right Information from State Water Resources Control Board (SWRCB)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/PRISM,PRISM
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/USBRCentralValleyProjectRefugeWaterDeliveryData,USBR Central Valley Project Refuge Water Delivery Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,Imported Water-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/InflowFromContributingOrTributaryStreams,Inflow from contributing or tributary streams,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/CACountyAgriculturalCommissionerCropReports,CA County Agricultural Commissioner Crop Reports
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/NOAANationalCentersForEnvironmentalInformation-ClimateDataOnline,NOAA National Centers for Environmental Information - Climate Data Online
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/NOAANationalCentersForEnvironmentalInformation-ClimatologicalDataPublications,NOAA National Centers for Environmental Information - Climatological Data Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/NWSCLIMATEPREDICTIONCENTEREVAPORATION,NWS Climate Prediction Center Evaporation
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/SpatialCaliforniaIrrigationManagementInformationSystem%28CIMIS%29,Spatial California Irrigation Management Information System (CIMIS)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeEvaporation-CA,Lake Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeGainFromGroundwater-CA,Lake Gain from Groundwater-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeGainFromGroundwater-CA,Lake Gain from Groundwater-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/DWRBulletin73%3AEvaporationFromWaterSurfaceInCalifornia%281979%29,CA DWR Bulletin 73: Evaporation from Water Surface in California (1979)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaDataExchangeCenter%28CDEC%29,California Data Exchange Center (CDEC)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CenterForHydrometeorologyAndRemoteSensingDataPortal%28CHRS%29,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeLossToGroundwater-CA,Lake Loss to Groundwater-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeLossToGroundwater-CA,Lake Loss to Groundwater-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/DWRBulletin73%3AEvaporationFromWaterSurfaceInCalifornia%281979%29,CA DWR Bulletin 73: Evaporation from Water Surface in California (1979)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaDataExchangeCenter%28CDEC%29,California Data Exchange Center (CDEC)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/CenterForHydrometeorologyAndRemoteSensingDataPortal%28CHRS%29,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/LakeOutflowToStreams-CA,Lake Outflow to Streams-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ManagedAquiferRecharge-CA,Managed Aquifer Recharge-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/PrecipitationOnLakes-CA,Precipitation on Lakes-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/RechargeOfAppliedWater-CA,Recharge of Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CAAgriculturalWaterManagementPlans,CA Agricultural Water Management Plans
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/LakeInflowFromStreams-CA,Lake Inflow from Streams-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/RechargeOfAppliedWater-CA,Recharge of Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRIrrigationMethodsSurvey,CA DWR Irrigation Methods Survey
