j,jL,c,cL,em,emL,p,pL,ds,dsL
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaDepartmentOfTransportation%27sHighwayDesignManual,California Department of Transportation's Highway Design Manual
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaNevadaRiverForecastCenter,California Nevada River Forecast Center
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM3,CALSIM 3
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CenterForHydrometeorologyAndRemoteSensingDataPortal%28CHRS%29,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,Stream Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamflowAtDownstreamGauge,Streamflow at downstream gauge,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/StreamflowAtUpstreamGauge,Streamflow at upstream gauge,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin118%3AGroundwaterReport,CA DWR Bulletin 118: Groundwater Report
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/DWRWaterDataLibrary%3ASurfaceWaterAndGroundwaterData,CA DWR Water Data Library: Surface Water and Groundwater Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaDataExchangeCenter%28CDEC%29,California Data Exchange Center (CDEC)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,Subsurface Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin118%3AGroundwaterReport,CA DWR Bulletin 118: Groundwater Report
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/DWRWaterDataLibrary%3ASurfaceWaterAndGroundwaterData,CA DWR Water Data Library: Surface Water and Groundwater Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaDataExchangeCenter%28CDEC%29,California Data Exchange Center (CDEC)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,Subsurface Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin132%3AManagementOfTheCaliforniaStateWaterProject,CA DWR Bulletin 132: Management of the California State Water Project
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/DWRLandUseSurveys,CA DWR Land Use Surveys
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CAUrbanWaterManagementPlans,CA Urban Water Management Plans
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/LocalAgencyRecords,Local Agency Records
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/SWRCBWaterConservationPortal,SWRCB Water Conservation Portal
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/USBRCentralValleyProjectRefugeWaterDeliveryData,USBR Central Valley Project Refuge Water Delivery Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin132%3AManagementOfTheCaliforniaStateWaterProject,CA DWR Bulletin 132: Management of the California State Water Project
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRSGMADataViewer,CA DWR SGMA Data Viewer
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/DWRWaterDataLibrary%3ASurfaceWaterAndGroundwaterData,CA DWR Water Data Library: Surface Water and Groundwater Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM3,CALSIM 3
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/ExistingWaterRightInformationFromStateWaterResourcesControlBoard%28SWRCB%29,Existing Water Right Information from State Water Resources Control Board (SWRCB)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/USBRCentralValleyProjectRefugeWaterDeliveryData,USBR Central Valley Project Refuge Water Delivery Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/TotalGroundwaterSystemInflow-CA,Total Groundwater System Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceEvaporation-CA,Conveyance Evaporation-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/TotalGroundwaterSystemOutflow-CA,Total Groundwater System Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/AUS,AUS,http://purl.org/iow/WaterBudgetingFramework/ConveyanceLossesForAllocatedDiversions-AUS,Conveyance Losses for Allocated Diversions-AUS,NA,NA,NA,NA,NA,NA
http://purl.org/iow/WaterBudgetingFramework/MurrayDarling,Murray Darling,http://purl.org/iow/WaterBudgetingFramework/ConveyanceLossesForAllocatedDiversions-AUS,Conveyance Losses for Allocated Diversions-AUS,NA,NA,NA,NA,NA,NA
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceSeepage-CA,Conveyance Seepage-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ChangeInLakeStorage,Change in Lake Storage,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/ConveyanceSeepage-CA,Conveyance Seepage-CA,http://purl.org/iow/WaterBudgetingFramework/MassBalance,Mass Balance,http://purl.org/iow/WaterBudgetingFramework/ConveyanceSeepage-CA,Conveyance Seepage-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin132%3AManagementOfTheCaliforniaStateWaterProject,CA DWR Bulletin 132: Management of the California State Water Project
