state_cL,ftype_cL,fsource_cL,fsink_cL,cL,exmL,state_exmL,ftype_exmL,fsource_exmL,fsink_exmL,c,exm,empty
CA,Inflow,External Surface Water,Zone Surface Water,Stream Inflow-CA,Basin Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,NA
CA,Inflow,External Surface Water,Zone Surface Water,Stream Inflow-CA,River Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,NA
CA,Inflow,External Surface Water,Zone Surface Water,Stream Inflow-CA,Stream Inflow-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,NA
CA,Inflow,External Surface Water,Zone Surface Water,Stream Inflow-CA,Surface Water Inflows-NM,NM,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterInflows-NM,NA
CA,Inflow,Atmosphere,Zone Land System,Precipitation-CA,Precipitation-CA,CA,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,NA
CA,Inflow,Atmosphere,Zone Land System,Precipitation-CA,Precipitation-CO,CO,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,NA
CA,Inflow,Atmosphere,Zone Land System,Precipitation-CA,Precipitation-NM,NM,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,NA
CA,Inflow,Atmosphere,Zone Land System,Precipitation-CA,Precipitation-UT,UT,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,NA
CA,Inflow,Atmosphere,Zone Land System,Precipitation-CA,Precipitation-WY,WY,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation-CA,CA,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation-CO,CO,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation-NM,NM,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation-UT,UT,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation-WY,WY,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,NA
NM,Inflow,Atmosphere,Zone Land System,Precipitation-NM,Precipitation-CA,CA,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,NA
NM,Inflow,Atmosphere,Zone Land System,Precipitation-NM,Precipitation-CO,CO,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,NA
NM,Inflow,Atmosphere,Zone Land System,Precipitation-NM,Precipitation-NM,NM,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,NA
NM,Inflow,Atmosphere,Zone Land System,Precipitation-NM,Precipitation-UT,UT,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,NA
NM,Inflow,Atmosphere,Zone Land System,Precipitation-NM,Precipitation-WY,WY,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,NA
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation-CA,CA,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,NA
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation-CO,CO,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,NA
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation-NM,NM,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,NA
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation-UT,UT,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,NA
UT,Inflow,Atmosphere,Zone Land System,Precipitation-UT,Precipitation-WY,WY,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation-CA,CA,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CA,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation-CO,CO,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation-NM,NM,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/Precipitation-NM,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation-UT,UT,Inflow,Atmosphere,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/Precipitation-UT,NA
WY,Inflow,Atmosphere,Zone Surface Water,Precipitation-WY,Precipitation-WY,WY,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,http://purl.org/iow/WaterBudgetingFramework/Precipitation-WY,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Crop Consumptive Use-CO,CO,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Agricultural Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Agricultural Depletions-UT,UT,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
NM,Outflow,Zone Land System,Atmosphere,Irrigated Agriculture Depletions-NMOSE,Irrigated Agriculture Depletions-NMOSE,NM,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,NA
NM,Outflow,Zone Surface Water,Atmosphere,Evaporation from Reservoirs-NMOSE,Evaporation from Reservoirs-NMOSE,NM,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,NA
NM,Outflow,Zone Surface Water,Atmosphere,Evaporation from Reservoirs-NMOSE,Reservoir Evaporation-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,NA
NM,Outflow,Zone Surface Water,Atmosphere,Evaporation from Reservoirs-NMOSE,Reservoir Evaporation-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,NA
NM,Outflow,Zone Surface Water,Atmosphere,Evaporation from Reservoirs-NMOSE,Reservoir Evaporation-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-WY,NA
CO,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-CO,Evaporation from Reservoirs-NMOSE,NM,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,NA
CO,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-CO,Reservoir Evaporation-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,NA
CO,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-CO,Reservoir Evaporation-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,NA
CO,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-CO,Reservoir Evaporation-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-WY,NA
UT,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-UT,Evaporation from Reservoirs-NMOSE,NM,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,http://purl.org/iow/WaterBudgetingFramework/EvaporationFromReservoirs-NMOSE,NA
UT,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-UT,Reservoir Evaporation-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-CO,NA
UT,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-UT,Reservoir Evaporation-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,NA
UT,Outflow,Zone Surface Water,Atmosphere,Reservoir Evaporation-UT,Reservoir Evaporation-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-UT,http://purl.org/iow/WaterBudgetingFramework/ReservoirEvaporation-WY,NA
CO,Outflow,Zone Surface Water,External Surface Water,Gaged Surface Water Outflow-CO,Gaged Stream Outflow-WY,WY,Outflow,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterOutflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,NA
CO,Outflow,Zone Surface Water,External Surface Water,Gaged Surface Water Outflow-CO,Gaged Surface Water Outflow-CO,CO,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterOutflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterOutflow-CO,NA
CO,Inflow,External Groundwater,Zone Groundwater,Ground Water Inflow-CO,Ground Water Inflow-CO,CO,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,NA
CO,Inflow,External Groundwater,Zone Groundwater,Ground Water Inflow-CO,Subsurface Inflow-CA,CA,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,NA
CO,Inflow,External Groundwater,Zone Groundwater,Ground Water Inflow-CO,Groundwater Inflows-NM,NM,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,NA
CA,Inflow,External Groundwater,Zone Groundwater,Subsurface Inflow-CA,Ground Water Inflow-CO,CO,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,NA
CA,Inflow,External Groundwater,Zone Groundwater,Subsurface Inflow-CA,Subsurface Inflow-CA,CA,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,NA
CA,Inflow,External Groundwater,Zone Groundwater,Subsurface Inflow-CA,Groundwater Inflows-NM,NM,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,NA
CO,Outflow,Zone Groundwater,External Groundwater,Ground Water Outflow-CO,Ground Water Outflow-CO,CO,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundWaterOutflow-CO,http://purl.org/iow/WaterBudgetingFramework/GroundWaterOutflow-CO,NA
CO,Outflow,Zone Groundwater,External Groundwater,Ground Water Outflow-CO,Subsurface Outflow-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundWaterOutflow-CO,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,NA
CA,Outflow,Zone Groundwater,External Groundwater,Subsurface Outflow-CA,Ground Water Outflow-CO,CO,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,http://purl.org/iow/WaterBudgetingFramework/GroundWaterOutflow-CO,NA
CA,Outflow,Zone Groundwater,External Groundwater,Subsurface Outflow-CA,Subsurface Outflow-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceOutflow-CA,NA
NM,Inflow,External Groundwater,Zone Groundwater,Groundwater Inflows-NM,Ground Water Inflow-CO,CO,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,http://purl.org/iow/WaterBudgetingFramework/GroundWaterInflow-CO,NA
NM,Inflow,External Groundwater,Zone Groundwater,Groundwater Inflows-NM,Subsurface Inflow-CA,CA,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,http://purl.org/iow/WaterBudgetingFramework/SubsurfaceInflow-CA,NA
NM,Inflow,External Groundwater,Zone Groundwater,Groundwater Inflows-NM,Groundwater Inflows-NM,NM,Inflow,External Groundwater,Zone Groundwater,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,http://purl.org/iow/WaterBudgetingFramework/GroundwaterInflows-NM,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Groundwater Use-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/GroundwaterUse-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Groundwater Use-UT,Groundwater Use-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/GroundwaterUse-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterUse-UT,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Groundwater Use-UT,Pumped Groundwater-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/GroundwaterUse-UT,http://purl.org/iow/WaterBudgetingFramework/PumpedGroundwater-UT,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Pumped Groundwater-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/PumpedGroundwater-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Pumped Groundwater-UT,Groundwater Use-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/PumpedGroundwater-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterUse-UT,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Pumped Groundwater-UT,Pumped Groundwater-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/PumpedGroundwater-UT,http://purl.org/iow/WaterBudgetingFramework/PumpedGroundwater-UT,NA
CA,Inflow,External Surface Water,Zone Surface Water,Imported Water-CA,Imported Water-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,NA
CA,Inflow,External Surface Water,Zone Surface Water,Imported Water-CA,Imports-CO,CO,Inflow,External Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
CA,Inflow,External Surface Water,Zone Surface Water,Imported Water-CA,Imports-CO,CO,Inflow,External Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
CO,Inflow,External Surface Water,Zone Land System,Imports-CO,Imported Water-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,NA
CO,Inflow,External Groundwater,Zone Land System,Imports-CO,Imported Water-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/ImportedWater-CA,NA
CO,Inflow,External Surface Water,Zone Land System,Imports-CO,Imports-CO,CO,Inflow,External Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
CO,Inflow,External Groundwater,Zone Land System,Imports-CO,Imports-CO,CO,Inflow,External Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
CO,Inflow,External Surface Water,Zone Land System,Imports-CO,Imports-CO,CO,Inflow,External Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
CO,Inflow,External Groundwater,Zone Land System,Imports-CO,Imports-CO,CO,Inflow,External Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,http://purl.org/iow/WaterBudgetingFramework/Imports-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Livestock-NMOSE,Livestock-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Livestock-NMOSE,Livestock-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Livestock-NMOSE,Livestock-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Livestock-NMOSE,Livestock-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Livestock-NMOSE,Livestock Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,NA
WY,Outflow,Zone Surface Water,Atmosphere,Livestock Consumptive Use-WY,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
WY,Outflow,Zone Surface Water,Atmosphere,Livestock Consumptive Use-WY,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
WY,Outflow,Zone Surface Water,Atmosphere,Livestock Consumptive Use-WY,Livestock-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Livestock Consumptive Use-WY,Livestock-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
WY,Outflow,Zone Surface Water,Atmosphere,Livestock Consumptive Use-WY,Livestock Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-WY,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Mining-NMOSE,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Mining-NMOSE,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Mining-NMOSE,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Mining-NMOSE,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Mining-NMOSE,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Mining-NMOSE,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Mining-NMOSE,Industrial: Mine Production-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,http://purl.org/iow/WaterBudgetingFramework/Industrial%3AMineProduction-WY,NA
