jL,cL,emL,pL,dsL
NM,Livestock: Unmetered,Withdrawal Method,Self Supplied Domestic Population,Military Base Population Data
NM,Livestock: Unmetered,Withdrawal Method,Self Supplied Domestic Population,New Mexico Environment Department (NMED)
NM,Livestock: Unmetered,Withdrawal Method,Self Supplied Domestic Population,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Livestock: Unmetered,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
NM,Mining,NA,NA,NA
NM,Power,NA,NA,NA
NM,Power: Unreported,Personal Outreach,Water Use Estimate,Facility Director or Operator
NM,Public Water Supply,NA,NA,NA
NM,Public Water Supply: Metered,NA,NA,NA
NM,Public Water Supply: Unmetered,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),Brown and Caldwell1984
NM,Public Water Supply: Unmetered,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),NMOSE Technical Report No. 48
NM,Public Water Supply: Unmetered,Withdrawal Method,Population,US Census Bureau
NM,Public Water Supply: Unmetered,Withdrawal Method,Population Served by Public Water Supply,GPS Population Data
NM,Public Water Supply: Unmetered,Withdrawal Method,Population Served by Public Water Supply,Military Base Population Data
NM,Public Water Supply: Unmetered,Withdrawal Method,Population Served by Public Water Supply,New Mexico Environment Department (NMED)
NM,Public Water Supply: Unmetered,Withdrawal Method,Population Served by Public Water Supply,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Public Water Supply: Unmetered,Withdrawal Method,Population Served by Public Water Supply,US Census Bureau
NM,Public Water Supply: Unmetered,Withdrawal Method,Self Supplied Domestic Population,GPS Population Data
NM,Public Water Supply: Unmetered,Withdrawal Method,Self Supplied Domestic Population,Military Base Population Data
NM,Public Water Supply: Unmetered,Withdrawal Method,Self Supplied Domestic Population,New Mexico Environment Department (NMED)
NM,Public Water Supply: Unmetered,Withdrawal Method,Self Supplied Domestic Population,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Public Water Supply: Unmetered,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
NM,Self-Supplied Domestic,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),Brown and Caldwell1984
NM,Self-Supplied Domestic,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),NMOSE Technical Report No. 48
NM,Self-Supplied Domestic,Withdrawal Method,Population,US Census Bureau
NM,Self-Supplied Domestic,Withdrawal Method,Population Served by Public Water Supply,GPS Population Data
NM,Self-Supplied Domestic,Withdrawal Method,Population Served by Public Water Supply,Military Base Population Data
NM,Self-Supplied Domestic,Withdrawal Method,Population Served by Public Water Supply,New Mexico Environment Department (NMED)
NM,Self-Supplied Domestic,Withdrawal Method,Population Served by Public Water Supply,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Self-Supplied Domestic,Withdrawal Method,Population Served by Public Water Supply,US Census Bureau
NM,Self-Supplied Domestic,Withdrawal Method,Self Supplied Domestic Population,GPS Population Data
NM,Self-Supplied Domestic,Withdrawal Method,Self Supplied Domestic Population,Military Base Population Data
NM,Self-Supplied Domestic,Withdrawal Method,Self Supplied Domestic Population,New Mexico Environment Department (NMED)
NM,Self-Supplied Domestic,Withdrawal Method,Self Supplied Domestic Population,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Self-Supplied Domestic,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
UT,Agricultural and Municipal Depletions,NA,NA,NA
UT,Agricultural and Municipal Diversions,NA,NA,NA
UT,Agricultural Depletions,UT Consumptive Use Method,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Climate Coefficient (kt),PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Growth State Coefficient (Kc),USU Research Report 145
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Irrigation Requirement,Weather Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Type,Ground Survey
UT,Agricultural Depletions,UT Consumptive Use Method,Crop Type,Satellite and Aerial Photos
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Effective Precipitation,Weather Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions,UT Consumptive Use Method,Irrigated Acreage,Historical Data
UT,Agricultural Depletions,UT Consumptive Use Method,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Mean Monthly Air Temperatures (T),Weather Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Solar Radiation,Weather Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Water Supply,USGS Stream Gages
UT,Agricultural Depletions,UT Consumptive Use Method,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,MesoWest Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,PRISM
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions,UT Consumptive Use Method,Wind Run,Weather Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,MesoWest Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,PRISM
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Solar Radiation,Weather Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,MesoWest Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,MesoWest Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,Fruit Growers Network Stations (FGNET)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,MesoWest Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,PRISM
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,Soil Climate Analysis Network (SCAN)
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Daily Penman-Monteith,Wind Run,Weather Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Climate Coefficient (kt),PRISM
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Crop Growth State Coefficient (Kc),USU Research Report 145
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Potential Consumptive Use,Modified Blaney-Criddle,Mean Monthly Air Temperatures (T),Weather Stations
UT,Area Outflows,NA,NA,NA
UT,Basin Inflow,NA,NA,NA
UT,Basin Outflow,NA,NA,NA
UT,Cropland Precipitation,NA,NA,NA
UT,Groundwater Use,NA,NA,NA
UT,Municipal and Industrial Depeltion,NA,NA,NA
UT,Municipal and Industrial Diversions,NA,NA,NA
UT,Municipal and Industrial Return Flow,NA,NA,NA
UT,Natural System Use,NA,NA,NA
UT,Precipitation,NA,NA,NA
UT,Pumped Groundwater,NA,NA,NA
UT,Riparian Depletions,NA,NA,NA
UT,River Inflow,NA,NA,NA
UT,River Use By Wet Pasture,NA,NA,NA
UT,Surface Diversion to Cropland,NA,NA,NA
UT,Surface Water Flows,NA,NA,NA
UT,Total Land Return Flow,NA,NA,NA
UT,Tributary Inflow,NA,NA,NA
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Climate Coefficient (kt),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Climate Coefficient (kt),PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),SCS TR21
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,SCS TR21
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Irrigation Requirement,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Crop Type,Satellite and Aerial Photos
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Effective Precipitation,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Irrigated Acreage,Satellite and Aerial Photos
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Potential Consumptive Use,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Solar Radiation,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Temperature,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,National Weather Service Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Vapor Pressure,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Water Supply,USGS Stream Gages
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Water Supply,WY Diversion Records
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Water Supply,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,PRISM
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,US Geological Survey (USGS)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,Weather Stations
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use,WY Consumptive Use Method,Wind Run,Wyoming State Engineer's Office Stations
WY,Domestic Total Use,Withdrawal Method,Population,US Census Bureau
WY,Domestic Total Use,Withdrawal Method,Population Served by Public Water Supply,US Census Bureau
WY,Domestic Total Use,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
WY,Gaged Stream Inflow,NA,NA,NA
WY,Gaged Stream Outflow,NA,NA,NA
WY,Industrial Consumptive Use,NA,NA,NA
WY,Industrial Total Use,NA,NA,NA
WY,Industrial: Coalbed Methand Production,WY Industrial Production Method,Monthly Coalbed Methane Gas Production and Produced Water,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Coalbed Methand Production,WY Industrial Production Method,"Monthly Oil, Gas, and Produced Water",Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Coalbed Methand Production,WY Industrial Production Method,Natural Gas Processing Volumes,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Electrical Generation,NA,NA,NA
WY,Industrial: Mine Production,WY Mine Production Method,Annual Employee Hours,Mine Safety and Health Administration (MSHA)
WY,Industrial: Mine Production,WY Mine Production Method,Coal Production Quantities,Mine Safety and Health Administration (MSHA)
WY,Industrial: Miscellaneous,NA,NA,NA
WY,Industrial: Natural Gas,WY Industrial Production Method,Monthly Coalbed Methane Gas Production and Produced Water,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Natural Gas,WY Industrial Production Method,"Monthly Oil, Gas, and Produced Water",Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Natural Gas,WY Industrial Production Method,Natural Gas Processing Volumes,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Oil and Gas,WY Industrial Production Method,Monthly Coalbed Methane Gas Production and Produced Water,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Oil and Gas,WY Industrial Production Method,"Monthly Oil, Gas, and Produced Water",Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Industrial: Oil and Gas,WY Industrial Production Method,Natural Gas Processing Volumes,Wyoming Oil and Gas Conservation Commission (WYOGCC)
WY,Irrigation Surface Water Diversions,NA,NA,NA
WY,Livestock Consumptive Use,NA,NA,NA
WY,Municipal Consumptive Use,Withdrawal Method,Population,US Census Bureau
WY,Municipal Consumptive Use,Withdrawal Method,Population Served by Public Water Supply,US Census Bureau
WY,Municipal Consumptive Use,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
WY,Municipal Total Use,Withdrawal Method,Population,US Census Bureau
WY,Municipal Total Use,Withdrawal Method,Population Served by Public Water Supply,US Census Bureau
WY,Municipal Total Use,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
WY,Precipitation,NA,NA,NA
