jL,cL,c,fsourceL,fsource,fsinkL,fsink,ftypeL,ftype,scL,sc,pscL,psc,exmL,exm
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Evapotranspiration-CA,http://purl.org/iow/WaterBudgetingFramework/Evapotranspiration-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Evapotranspiration-CA,http://purl.org/iow/WaterBudgetingFramework/Evapotranspiration-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Surface Water Diversions-CA,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Land System Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalLandSystemOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterInflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Agricultural Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Crop Consumptive Use-CO,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO
CO,Crop Consumptive Use,http://purl.org/iow/WaterBudgetingFramework/CropConsumptiveUse-CO,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/ZoneLandSystem,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Atmosphere,Outflow,http://purl.org/iow/WaterBudgetingFramework/Outflow,Total Surface Water Outflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalSurfaceWaterOutflow-CA,Agricultural and Municipal Depletions-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAndMunicipalDepletions-UT,Irrigated Agriculture Depletions-NMOSE,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Tributary Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Tributary Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Tributary Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Tributary Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,Basin Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,River Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,Stream Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,Gaged Surface Water Inflow-CO,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO
CO,Gaged Surface Water Inflow,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/ExternalSurfaceWater,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/ZoneSurfaceWater,NA,NA,Total Inflow-CA,http://purl.org/iow/WaterBudgetingFramework/TotalInflow-CA,Tributary Inflow-UT,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,Gaged Stream Inflow-WY,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY
