jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
Salt-Snake River,Agricultural Consumptive Use,Zone Surface Water,Atmosphere,NA,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
Salt-Snake River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Domestic Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Natural Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Mining-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Power-NMOSE,NA
Salt-Snake River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Agricultural and Municipal Depletions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Return Flow-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Applied Water-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Return Flow-UT,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Municipal Total Use,Zone Groundwater,Zone Land System,NA,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Agricultural and Municipal Depletions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Consumptive Use-CO,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Municipal and Industrial Return Flow-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Applied Water-CA,Surface Water Diversions-CA,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Municipal and Industrial Return Flow-UT,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Public Water Supply-NMOSE,NA
Salt-Snake River,Municipal Total Use,Zone Surface Water,Zone Land System,NA,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Crop Consumptive Use-CO,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Groundwater Extraction-CA,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Irrigated Agriculture Depletions-NMOSE,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Livestock Consumptive Use-CO,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Municipal and Industrial Consumptive Use-CO,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Municipal Consumptive Use-WY,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Municipal Total Use-WY,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Agricultural and Municipal Diversions-UT,Surface Water Diversions-CA,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Crop Consumptive Use-CO,NA
UT,Agricultural and Municipal Depletions,Zone Groundwater,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
